Date,AAV.BK,ADVANC.BK,AEONTS.BK,AMATA.BK,AOT.BK,AP.BK,AURA.BK,AWC.BK,AXTRART.BK,BA.BK,BAM.BK,BANPU.BK,BBL.BK,BCH.BK,BCP.BK,BCPG.BK,BDMS.BK,BEM.BK,BGRIM.BK,BH.BK,BJC.BK,BLA.BK,BTG.BK,BTS.BK,BTSGIF.BK,CBG.BK,CCET.BK,CENTEL.BK,CHG.BK,CK.BK,COM7.BK,CPALL.BK,CPF.BK,CPN.BK,CPNREIT.BK,CRC.BK,DELTA.BK,DIF.BK,DOHOME.BK,EA.BK,EGATIF.BK,EGCO.BK,ERW.BK,FTREIT.BK,GFPT.BK,GLD.BK,GLOBAL.BK,GPSC.BK,GULF.BK,GUNKUL.BK,HANA.BK,HMPRO.BK,ICHI.BK,IMPACT.BK,INETREIT.BK,IRPC.BK,IVL.BK,JAS.BK,JASIF.BK,JMART.BK,JMT.BK,JTS.BK,KBANK.BK,KCE.BK,KKP.BK,KTB.BK,KTC.BK,LH.BK,LHHOTEL.BK,M.BK,MEGA.BK,MINT.BK,MOSHI.BK,MTC.BK,OR.BK,OSP.BK,PLANB.BK,PR9.BK,PRM.BK,PTG.BK,PTT.BK,PTTEP.BK,PTTGC.BK,QH.BK,RATCH.BK,RCL.BK,SAWAD.BK,SCB.BK,SCC.BK,SCGP.BK,SIRI.BK,SISB.BK,SJWD.BK,SPALI.BK,SPRC.BK,STA.BK,STECON.BK,STGT.BK,TASCO.BK,TCAP.BK,TFFIF.BK,TFG.BK,TIDLOR.BK,TISCO.BK,TLI.BK,TOA.BK,TOP.BK,TRUE.BK,TTB.BK,TU.BK,VGI.BK,WHA.BK,WHART.BK,RiskFree_Rate
2010-01-04,,-0.032308243232657775,0.0,0.06538273870389734,0.006269637005402631,-0.01754418371745489,,,,,,0.0829662363676692,-0.004319661144516396,-0.044850654234025455,-0.006733993691857874,,0.004008017567521347,0.0,,0.016807118316380973,0.059718903335263473,0.08748741417864124,,0.03448617366238546,,,0.006430864281652678,0.03704134733633179,,0.008097123709744032,,-0.040821994520255166,0.03478608290409921,0.07586577093922935,0.01069518096179776,,0.005305047197217439,,,,,0.012500162764231468,0.08134557920119166,,-0.019544608621316552,,0.007662717768810961,,,,0.028170894627331366,-0.026550786838386076,,,,-0.009132474615119155,,0.020202687854778384,,0.005935154532574197,,0.0216614762707174,0.03174869831458027,0.051776332396145576,0.009661910911737329,0.05884056731092151,0.030771720754924695,-0.02409755157906064,,,,0.09368540444901811,,,,,,,,,0.0,0.0,,-0.030305430796649442,0.0,0.01980260859668314,,,-0.0388817875442074,,0.018604810653732103,,,-0.016667116067914968,,0.09768907698464532,,,-0.01360578410844596,-0.0508192646837207,,,,0.012320532031718838,,,0.02865524468050596,-0.006600864099514561,0.12044542233994054,0.09381861042297931,,,,0.00019821362361245983
2010-01-11,,0.00297177038915748,0.0,0.031155217434083927,0.04879011875636829,-0.026668169485890136,,,,,,-0.006349215597035905,0.008547060578458568,0.018182432587701577,0.0,,0.029558820759492167,-0.01257930978017201,,0.07232066157962587,0.046521096562182306,0.14588930478506087,,-0.017094292507747976,,,0.04969935310923841,-0.018265330079867158,,-0.049596979887283586,,0.012320452861617403,0.06613981880667028,-0.05129331263969078,0.03636765193888093,,-0.0053050471972173165,,,,,0.00619197024792098,-0.007843069494045455,,0.019169928179546655,,0.06595798238926241,,,,0.013856999664202958,0.013187645567820356,,,,0.04009441886939522,,0.0,,0.005898562584259017,,0.0,-0.022858138076050097,0.12783334983546868,0.0,-0.019231416292264245,-0.022814746713128983,-0.03278969976823263,,,,-0.05859414038022655,,,,,,,,,-0.004040347885080421,-0.006711408848929365,,-0.015384786886675364,0.0,0.019418067876816054,,,0.0,,-0.01385672005806495,,,0.040821994520254985,,0.056089573932673116,,,0.05981865653065584,-0.004705819230948749,,,,-0.004056789073244774,,,0.0,0.07031643731557448,-0.028573014555744607,0.021978917233976863,,,,0.00019269662512053207
2010-01-18,,0.008888947417246214,-0.008032171697264043,-0.10331770632186711,-0.030213779989535377,-0.09440972489441693,,,,,,-0.08352090912774088,-0.01731645001146082,-0.018182432587701067,-0.027212537922889378,,-0.029558820759492208,-0.03871441518923669,,-0.09684982598991754,0.035296800126877984,0.01348335896782402,,-0.05311003481584358,,,-0.0625204120698385,-0.042761931471948,,-0.034486147004375196,,-0.029229590754281144,-0.032789792059302623,-0.014670245848966578,-0.010256502329417602,,-0.049056175763984536,,,,,0.009216655104923827,-0.04839677653949283,,0.061748064902160844,,-0.007117325547858834,,,,-0.027779582507120763,-0.04485034804414285,,,,-0.008810621353606442,,-0.04000529645146156,,-0.02985188882010682,,-0.04380258071909082,-0.04458390660802643,0.1823215567939546,-0.019608471388376424,-0.05487666725796187,-0.05406726110629512,-0.04255974710392706,,,,0.04220040039594773,,,,,,,,,-0.07160956454308923,-0.07723138499778053,,-0.06402197218259444,-0.007067197660975648,0.00966185571400704,,,-0.013245226750020567,,0.022780730816935345,,,-0.040491360103688576,,-0.08535996565547868,,,-0.03279000330332118,-0.028710123352193095,,,,-0.0418471587031806,,,-0.06416193743344394,-0.050966287214602245,-0.05971925504711394,-0.01459878637379806,,,,0.0002078701242779216
2010-01-25,,-0.011976191046715762,-0.02469261259037152,-0.07889392069608937,-0.025317783531102346,-0.012170397842865794,,,,,,-0.07654004007847988,0.0,-0.06637494027860845,-0.013986228915818882,,-0.04499732203777661,-0.013605662549601763,,-0.025975486403260563,-0.06363855490405552,0.004474323160586619,,-0.018349063661339874,,,0.0,-0.040206381931144085,,-0.07342748915144966,,-0.012959111898322113,-0.034191332691999345,-0.06686300478960631,0.0,,-0.022599810606083036,,,,,-0.03421795731034115,-0.025318252457067623,,-0.006116250563189116,,-0.021660963226550946,,,,-0.009478779942253386,-0.04740201764819616,,,,-0.027150962700856065,,-0.04167271839967737,,-0.011975432673013969,,-0.05406726110629512,0.012195273093818425,-0.11672429047211268,-0.03666396854297218,0.0,-0.007968162080333081,-0.03604000895532906,,,,0.0,,,,,,,,,-0.013363278903890621,-0.026169677469835773,,-0.07796158558389764,-0.014388740862246412,-0.06062456338050922,,,-0.0091324835632727,,-0.009132302136631881,,,-0.008298834341118402,,0.04725296006491042,,,-0.006688913051594765,-0.04534780205862231,,,,-0.04879020347546636,,,0.0,-0.020202712776766933,-0.015625479426425393,-0.015037865366402208,,,,0.0002263053525503797
2010-02-01,,-0.0030165935394255677,-0.00851068966790873,0.05798724148047387,-0.006514643784100977,-0.03347589833411491,,,,,,0.04159381715685496,-0.004474280394921189,0.028987508824008308,-0.0070671267364697385,,-1.1102230246251565e-16,0.0,,0.017544309650909307,-0.037270365351567365,0.1393736386200337,,0.1670543339166984,,,-0.01324517004554075,0.01025649013484875,,-0.009661807794360237,,0.02169282532933396,0.008733713431011883,-0.010810957345391049,0.010309265345289238,,0.0,,,,,0.0031796529173798056,0.034191775286426446,,0.006079069336731604,,0.007272610150053669,,,,-0.019324254574262602,0.02843843271267313,,,,-0.01851902936916574,0.0,0.0,,0.0,,0.015748342185240974,-0.04006699259688607,0.0,0.028868015468827876,-0.02094312660166918,-0.050430905852555906,0.027651533275130723,,,,0.03670140630517798,,,,,,,,,-0.018182388447055147,0.007604570413638996,,-0.01834946460588806,0.014388740862246325,0.02584123067439158,,,-0.004640379556502225,,0.009132302136631723,,,-0.008438820425613516,,-0.062082023330966414,,,-0.12289825709196842,0.06584652712585312,,,,-0.009216628538069902,,,0.012345868540411744,-0.013699217093067753,0.015748521853615,0.03774038844525809,,,,0.0002322955173070888
2010-02-08,,0.07345444854915299,0.017094433359300255,-0.0070671653022030085,0.04473588137506071,0.04149969838168279,,,,,,-0.011257133003185042,-0.01379332213233576,0.009569648169995384,0.007067126736469661,,0.01659787498817786,0.0,,0.01739174271186924,0.027057199447842323,-0.06622280447027802,,-0.015267345615745475,,,0.0,0.01020416024401317,,0.0384663441150169,,0.02960050252047377,0.04292504612301107,0.021506185371127504,0.0051414005870769365,,0.0056980156960335475,,,,,-0.016000341346441075,-0.025533747349560307,,0.01823765733598722,,0.02877828877440991,,,,0.03865221009663814,0.03263767974428793,,,,0.004683844604938366,0.10337840470344276,0.0,,0.0060048416554546674,,0.0,0.0031397200046676247,0.06453850410767269,0.016326955572350907,0.010526442191575672,0.025533378864239318,0.07020419871960269,,,,-0.009216665961288497,,,,,,,,,0.0182653300798674,0.0037949970111592225,,0.0,0.02120218379149918,-0.010204208902131764,,,-0.00466201310581119,,0.027274992350476045,,,0.016807102152409884,,0.07038065062011586,,,0.0,-0.004938206288078408,,,,0.0046403660877252575,,,0.012270124909693814,-0.035091223450812364,-0.01574852185361514,0.007435063315379418,,,,0.00023381400952773846
2010-02-15,,-0.005665737535677308,-0.017094433359300183,0.014084736066825497,-0.00634925189920296,0.016194671475342922,,,,,,0.0,0.01851904776723753,0.0,0.03460552963434749,,-0.020790749056754862,0.013986179472375333,,-0.017391742711869107,0.0,-0.029352213890697428,,0.015504372502461918,,,0.006734002867402908,-0.010204160244013332,,0.0,,-0.004175387371557227,0.008438820425613384,-0.026955811097322976,0.005115101742340551,,0.022223181677700765,,,,,0.03164821095078164,-0.017544156010598853,,0.07583803352973656,,0.013985968646654792,,,,0.00470581923094891,-0.013921146203367154,,,,-0.009434135679107364,0.03540189480516292,0.0,,0.0,,0.0,0.0031397200046676247,-0.0090498698865592,0.0040403478850804695,0.005277071779992251,-0.008438961181205271,-0.04329674395831211,,,,-0.02817080934705708,,,,,,,,,0.018018488472779662,0.018832934561994516,,0.018349464605888148,0.013793381673651189,-0.01542452931891499,,,0.018605187831034486,,0.013362919200241602,,,0.008230451976087025,,0.019048356578744454,,,-0.040165925270443596,-0.020000743008245135,,,,0.03189336335706354,,,0.01812733980644479,0.0141844543465403,-0.015999775667350422,0.021818998603164406,,,,0.00023381400952773846
2010-02-22,,-0.005665737535677308,0.016949558313773424,0.03390160693437096,-0.019169928179546922,-0.008032165606052967,,,,,,0.02578417774569053,0.06196672374919984,0.028170850475742706,-0.013605638815206152,,0.02886795561479227,0.013793261342361415,,0.07534943724178679,0.008098025037973465,-0.008438949465725293,,0.044451698533362644,,,0.013422962095110494,0.025317783531102363,,0.0,,-0.02510593649352814,0.024692628097270908,0.021391169797733887,0.0,,0.021622443112089516,,,,,0.006172859107081236,0.0,,0.021858772736823823,,0.03390068917434987,,,,0.0,0.09360922820236425,,,,0.03233534858922351,0.05859423570158805,0.02061932901721869,,0.04106136819901725,,0.04512048247871833,0.0749976519277085,0.00904986988655909,0.004008036717608364,0.04604385995229499,0.041499790864574636,0.034191433320849306,,,,0.009478754480241953,,,,,,,,,0.026202388400153664,-0.0036967899904686158,,-0.008968593025316218,-0.02777956887391169,0.005167990025596911,,,0.018100041643618156,,0.08072363079814461,,,0.03984590794146152,,0.07210319416125073,,,0.08632809124672591,0.010000121482509663,,,,0.06088836891146604,,,0.029327602961018613,0.020762001057940953,0.04688344021805795,-0.014388783080562299,,,,0.00023298574132951232
2010-03-01,,-0.13678342801089977,-0.01694955831377332,0.0,-0.026145254841426813,0.008032165606052665,,,,,,0.042711140496731956,0.025425098365810177,-0.0186921829950856,-0.04913274214957354,,0.02607973504543142,-0.01379326134236114,,-0.016260520871780405,0.01996151381632944,0.01263181176468475,,0.1479202738941034,,,-0.06187548130392357,0.02955877446462218,,-0.0380998107539582,,-0.004246307045422469,-0.03306090982406746,0.01052645314280779,-0.015345572901539456,,0.021164791166404323,,,,,-0.0472528848505455,0.03478581405743168,,0.06284794238755406,,-0.013422664841637023,,,,-0.028303794414991947,0.02521116594333464,,,,0.009049826732992556,0.12945806097646514,-0.13062018524595106,,0.03390253142373891,,-0.06062465468664362,0.014347448408141575,0.026668179253262533,0.009950330853168092,0.0,-0.14874533074881624,0.024897553198265525,,,,0.046091156983972946,,,,,,,,,-0.004319677515996317,0.025595506998304533,,0.017857398180402117,0.0,0.0,,,0.02655023209412075,,0.049761481851328934,,,0.015504171634804168,,0.13026518301203174,,,0.04412461651605486,0.014815048107050924,,,,0.029108083809154972,,,-0.00579713314257896,-0.05635284195315273,0.04478337455580865,0.0,,,,0.00023298574132951232
2010-03-08,,0.03774032798284711,0.016949558313773424,-0.02666823853396458,-0.006600646220110219,-0.016129369648416887,,,,,,0.013698817643464667,0.020534602441707954,-0.009569648169995264,0.0,,-0.03424303774048401,0.0,,0.008163310639160835,0.017629729914238158,-0.025211436791656057,,-0.06538290614591191,,,-0.02150605316704155,-0.01467017606458078,,-0.00975635731085916,,0.016807102152409884,0.0,0.005221963745343936,0.0,,-0.08748743664740818,,,,,0.019108861698046726,-0.008583630109967072,,0.0,,-0.013422664841637023,,,,0.02375408686913485,0.004073552135688677,,,,-0.018018488085736913,0.0,0.022989496172240116,,-0.09863162128323068,,-0.02353047540774094,0.0028368813351997567,0.008583694503945657,-0.019802627296179754,0.029270365893945507,-0.058268854142409246,0.008097087177861628,,,,-0.008968679406104494,,,,,,,,,0.021053409197832263,-0.010772112322542448,,-0.008811084653660971,0.020906660020807273,0.11042377888648293,,,0.0130720815673527,,0.0,,,0.0076629018653951554,,0.015267601330164188,,,-0.014388876455578355,0.03809980988863439,,,,0.004123705518022746,,,0.0510026027174217,-0.014492822931409282,-0.014598948058656266,0.007117316429061685,,,,0.0002313293951382166
