Date,AAV.BK,ADVANC.BK,AEONTS.BK,AMATA.BK,AOT.BK,AP.BK,AURA.BK,AWC.BK,AXTRART.BK,BA.BK,BAM.BK,BANPU.BK,BBL.BK,BCH.BK,BCP.BK,BCPG.BK,BDMS.BK,BEM.BK,BGRIM.BK,BH.BK,BJC.BK,BLA.BK,BTG.BK,BTS.BK,BTSGIF.BK,CBG.BK,CCET.BK,CENTEL.BK,CHG.BK,CK.BK,COM7.BK,CPALL.BK,CPF.BK,CPN.BK,CPNREIT.BK,CRC.BK,DELTA.BK,DIF.BK,DOHOME.BK,EA.BK,EGATIF.BK,EGCO.BK,ERW.BK,FTREIT.BK,GFPT.BK,GLD.BK,GLOBAL.BK,GPSC.BK,GULF.BK,GUNKUL.BK,HANA.BK,HMPRO.BK,ICHI.BK,IMPACT.BK,INETREIT.BK,IRPC.BK,IVL.BK,JAS.BK,JASIF.BK,JMART.BK,JMT.BK,JTS.BK,KBANK.BK,KCE.BK,KKP.BK,KTB.BK,KTC.BK,LH.BK,LHHOTEL.BK,M.BK,MEGA.BK,MINT.BK,MOSHI.BK,MTC.BK,OR.BK,OSP.BK,PLANB.BK,PR9.BK,PRM.BK,PTG.BK,PTT.BK,PTTEP.BK,PTTGC.BK,QH.BK,RATCH.BK,RCL.BK,SAWAD.BK,SCB.BK,SCC.BK,SCGP.BK,SIRI.BK,SISB.BK,SJWD.BK,SPALI.BK,SPRC.BK,STA.BK,STECON.BK,STGT.BK,TASCO.BK,TCAP.BK,TFFIF.BK,TFG.BK,TIDLOR.BK,TISCO.BK,TLI.BK,TOA.BK,TOP.BK,TRUE.BK,TTB.BK,TU.BK,VGI.BK,WHA.BK,WHART.BK
2018-10-29,3.822603940963745,144.3693389892578,160.902099609375,19.737205505371094,60.97480010986328,5.364706993103027,,,12.909927368164062,9.858973503112793,,9.798828125,162.38746643066406,16.015356063842773,25.50424575805664,14.718246459960938,20.940690994262695,7.818298816680908,25.034465789794922,166.3435516357422,47.94674301147461,26.345701217651367,,7.6060991287231445,,40.5771484375,1.2495366334915161,39.049530029296875,2.0293939113616943,22.989160537719727,8.615243911743164,61.161067962646484,20.478925704956055,68.5819091796875,16.52243423461914,,6.321644306182861,,,48.75536346435547,,172.502685546875,4.508129119873047,7.486576557159424,13.19381332397461,1.7300000190734863,13.451897621154785,44.93698501586914,,1.9937106370925903,28.74344253540039,12.107467651367188,2.7474703788757324,14.569356918334961,,5.157933235168457,44.18812561035156,1.3924832344055176,6.818138122558594,3.705796241760254,8.274642944335938,1.5099999904632568,154.21961975097656,28.595413208007812,47.54792404174805,14.564942359924316,30.45008659362793,6.6494598388671875,10.61402702331543,52.99149703979492,28.936567306518555,33.91764831542969,,51.15742492675781,,19.097482681274414,5.780869483947754,10.998373985290527,5.595755100250244,8.864937782287598,34.73085403442383,96.34244537353516,61.73884201049805,2.05466365814209,32.95634841918945,3.1687254905700684,30.571701049804688,,339.4071044921875,,0.8800385594367981,,6.337350845336914,14.024331092834473,11.415331840515137,11.89735221862793,,,9.308631896972656,29.989763259887695,,2.721799850463867,,44.83738708496094,,29.088956832885742,62.00693130493164,5.407111167907715,1.5183145999908447,12.396758079528809,6.820051670074463,3.216219663619995,6.6602301597595215
2018-11-05,3.803586006164551,139.02232360839844,147.03125,19.329410552978516,61.68656539916992,5.267754077911377,,,13.192045211791992,9.94182300567627,,9.90954875946045,162.38746643066406,15.189823150634766,25.123584747314453,14.326805114746094,20.940690994262695,7.863491058349609,24.80687713623047,161.18560791015625,47.09812927246094,27.60025978088379,,7.7723541259765625,,38.37187576293945,1.2495366334915161,38.811424255371094,1.709804892539978,23.212356567382812,8.574413299560547,60.93785095214844,20.27616310119629,67.9308090209961,16.831268310546875,,6.27616548538208,,,48.5115852355957,,173.25595092773438,4.299142360687256,7.613463878631592,12.926369667053223,1.7100000381469727,12.913822174072266,43.9600944519043,,2.018632411956787,26.364673614501953,12.107467651367188,2.6801300048828125,14.79700756072998,,4.948261260986328,44.38898468017578,1.3526978492736816,6.884983062744141,3.2161009311676025,8.196579933166504,1.5099999904632568,156.48756408691406,23.926773071289062,46.89208984375,14.493546485900879,30.021217346191406,6.774921417236328,10.93961238861084,53.571693420410156,28.346025466918945,33.688480377197266,,46.933414459228516,,18.123884201049805,5.868459701538086,10.640704154968262,5.524471282958984,7.34640645980835,34.73085403442383,94.2926025390625,62.7314338684082,2.0158965587615967,32.95634841918945,3.1396548748016357,31.393524169921875,,344.1874694824219,,0.8520118594169617,,6.25557804107666,13.648676872253418,10.377574920654297,11.07026195526123,,,9.00040054321289,29.847625732421875,,2.735546112060547,,44.41704559326172,,28.451976776123047,59.26327896118164,5.271933555603027,1.4925806522369385,13.282241821289062,7.044394493103027,3.1704916954040527,6.720778465270996
2018-11-12,3.860640048980713,134.8210906982422,149.805419921875,18.92161750793457,61.21205139160156,4.718357086181641,,,12.788201332092285,9.94182300567627,,9.577386856079102,159.35218811035156,15.35493278503418,24.7429256439209,13.935362815856934,21.109569549560547,7.773106575012207,23.89653778076172,161.18560791015625,42.64290237426758,26.97298240661621,,7.730789661407471,,39.47451400756836,1.1797654628753662,38.097103118896484,1.709804892539978,22.319570541381836,8.08444595336914,61.83070755004883,20.27616310119629,65.3264389038086,16.831268310546875,,6.27616548538208,,,47.292701721191406,,178.5289764404297,3.821460247039795,7.613463878631592,13.015517234802246,1.7100000381469727,13.451897621154785,42.78781509399414,,1.918946385383606,28.74344253540039,12.107467651367188,2.599322557449341,15.024648666381836,,4.864392280578613,43.18386459350586,1.3049556016921997,6.884983062744141,3.3749208450317383,9.055269241333008,1.4900000095367432,150.06173706054688,21.981502532958984,45.744380950927734,14.279356956481934,28.949031829833984,6.273074626922607,10.744263648986816,56.279296875,24.802770614624023,32.77178192138672,,46.698753356933594,,17.974098205566406,5.518103122711182,10.37244987487793,4.954204559326172,6.156206130981445,34.032745361328125,90.87621307373047,61.14329528808594,1.925439476966858,32.293907165527344,2.8954594135284424,30.242977142333984,,347.3743896484375,,0.7623263597488403,,6.214692115783691,12.396505355834961,10.05826473236084,10.115928649902344,,,9.308631896972656,29.70549201965332,,2.5843350887298584,,44.41704559326172,,29.725942611694336,56.51960754394531,5.226873874664307,1.4797133207321167,13.134659767150879,7.044394493103027,3.109520673751831,6.534646034240723
2018-11-19,3.803586006164551,135.58494567871094,149.40911865234375,18.59538459777832,59.78851318359375,4.556769371032715,,,12.586285591125488,9.776124954223633,,9.134501457214355,155.55807495117188,15.024720191955566,24.7429256439209,13.622203826904297,21.95395278930664,7.773106575012207,23.441360473632812,162.90489196777344,43.491519927978516,26.345701217651367,,7.730789661407471,,39.25398635864258,1.1607365608215332,38.57331848144531,1.6778455972671509,22.319570541381836,7.594480991363525,61.161067962646484,20.27616310119629,64.89237213134766,16.52243423461914,,6.27616548538208,,,46.073822021484375,,177.0223846435547,3.851315498352051,7.613463878631592,12.569779396057129,1.7100000381469727,13.048341751098633,42.983192443847656,,1.9314075708389282,26.959365844726562,12.107467651367188,2.4646427631378174,14.872888565063477,,4.822457790374756,42.983001708984375,1.3049556016921997,6.751294136047363,3.096987009048462,9.211393356323242,1.4600000381469727,145.52584838867188,22.1760311126709,46.072296142578125,14.13656234741211,28.949031829833984,6.273074626922607,10.999883651733398,55.892494201660156,24.999618530273438,32.08426284790039,,44.821407318115234,,18.648130416870117,5.518103122711182,10.37244987487793,4.312652111053467,6.812869071960449,34.032745361328125,89.50965881347656,61.93736267089844,1.9125174283981323,32.1282958984375,2.907088041305542,30.571701049804688,,353.7481384277344,,0.7342996001243591,,5.887603759765625,12.521722793579102,9.738954544067383,10.179553031921387,,,9.062044143676758,29.421232223510742,,2.5156028270721436,,44.276920318603516,,30.999906539916992,54.50758361816406,5.226873874664307,1.4539796113967896,13.429824829101562,6.730313777923584,3.1247634887695312,6.596292018890381
2018-11-26,4.126891136169434,136.34881591796875,149.805419921875,19.084733963012695,60.500282287597656,4.3951826095581055,,,12.720893859863281,10.10752010345459,,9.35594367980957,157.83453369140625,15.107270240783691,25.694576263427734,14.013651847839355,22.587238311767578,7.9990692138671875,24.579294204711914,163.33474731445312,44.764442443847656,25.927513122558594,,7.855481147766113,,40.35662841796875,1.1480509042739868,40.24006652832031,1.6458866596221924,22.989160537719727,7.757803440093994,60.93785095214844,20.27616310119629,65.760498046875,16.30406379699707,,6.344384670257568,,,46.805152893066406,,180.78884887695312,4.149867057800293,7.613463878631592,12.837221145629883,1.7100000381469727,13.384638786315918,43.1785774230957,,2.006171464920044,26.76113510131836,12.351241111755371,2.545450448989868,14.887373924255371,,5.115998268127441,43.38470458984375,1.365959644317627,6.965485095977783,3.5072708129882812,9.523642539978027,1.4600000381469727,146.2818603515625,21.592451095581055,47.38396453857422,14.422149658203125,29.16346549987793,6.335806369781494,10.933619499206543,56.47269058227539,25.590166091918945,33.23012924194336,,46.22941207885742,,18.723020553588867,5.605691909790039,10.283032417297363,4.811635971069336,7.633696556091309,34.38180160522461,90.19293212890625,62.33440017700195,1.9125174283981323,32.95634841918945,2.936159372329712,32.872798919677734,,352.1547546386719,,0.751115620136261,4.228427886962891,5.9284892082214355,12.709548950195312,9.579299926757812,10.434040069580078,,,9.801802635192871,30.274023056030273,,2.5568418502807617,,44.83738708496094,,31.212244033813477,55.60505294799805,5.271933555603027,1.4925806522369385,12.987081527709961,7.13413143157959,3.1704916954040527,6.596292018890381
2018-12-03,4.164927005767822,133.67530822753906,149.805419921875,19.24785041809082,61.92382049560547,4.298229217529297,,,12.586285591125488,10.356064796447754,,9.68810749053955,157.07571411132812,15.685145378112793,25.884904861450195,14.013651847839355,22.587238311767578,8.315417289733887,23.89653778076172,168.92250061035156,45.400901794433594,26.345701217651367,,7.938607692718506,,41.6797981262207,1.1417080163955688,41.1924934387207,1.6618661880493164,23.65874671936035,8.08444595336914,63.83966064453125,20.478925704956055,66.4115982055664,16.617605209350586,,6.298904895782471,,,47.53648376464844,,183.04872131347656,4.120011806488037,7.550023078918457,12.748075485229492,1.7200000286102295,14.191752433776855,43.37395477294922,,2.043553590774536,28.74344253540039,12.513757705688477,2.4915788173675537,14.733898162841797,,5.115998268127441,43.78641891479492,1.3526978492736816,6.965485095977783,3.573446273803711,9.445581436157227,1.4600000381469727,145.52584838867188,23.34319496154785,46.40021514892578,14.63633918762207,29.16346549987793,6.335806369781494,10.933619499206543,56.66610336303711,26.574399948120117,32.77178192138672,,46.22941207885742,,18.723020553588867,5.430513858795166,10.551285743713379,4.669069766998291,8.003068923950195,34.55632781982422,92.24276733398438,62.929954528808594,1.9125174283981323,33.28756332397461,2.9652299880981445,32.872798919677734,,350.56121826171875,,0.7342996001243591,4.583915710449219,5.846717357635498,12.521722793579102,9.339816093444824,10.752150535583496,,,9.801802635192871,30.274023056030273,,2.4945807456970215,,44.977508544921875,,29.513614654541016,53.77593994140625,5.362051010131836,1.5054481029510498,12.765710830688477,7.044394493103027,3.277191162109375,6.652966022491455
2018-12-10,4.088854789733887,129.85601806640625,143.46444702148438,18.269147872924805,59.78851318359375,4.039689064025879,,,12.451672554016113,10.024672508239746,,9.245223045349121,157.07571411132812,15.272378921508789,25.313915252685547,13.428418159484863,21.95395278930664,8.315417289733887,24.351707458496094,167.63304138183594,45.825199127197266,24.463865280151367,,7.647663593292236,,38.37187576293945,1.1163369417190552,40.00196075439453,1.6458866596221924,22.542766571044922,7.880293846130371,63.393226623535156,20.113954544067383,67.49675750732422,16.30406379699707,,6.298904895782471,,,46.073822021484375,,183.04872131347656,3.9408812522888184,7.1376237869262695,11.321718215942383,1.7100000381469727,13.922714233398438,44.35084533691406,,1.918946385383606,27.752288818359375,12.513757705688477,2.2760910987854004,14.657160758972168,,4.864392280578613,43.869911193847656,1.3261744976043701,6.897197246551514,3.408008575439453,9.055269241333008,1.4299999475479126,139.85601806640625,22.370559692382812,45.252506256103516,14.564942359924316,27.447969436645508,6.147612571716309,10.933619499206543,57.633094787597656,24.409076690673828,32.08426284790039,,44.821407318115234,,18.5732364654541,5.342925548553467,10.551285743713379,4.277009963989258,7.059117317199707,33.33464050292969,82.6768569946289,60.150699615478516,1.8349826335906982,32.45951843261719,2.883831739425659,30.900434494018555,,341.00054931640625,,0.7230890989303589,4.321976661682129,5.560514450073242,11.645203590393066,8.701197624206543,10.752150535583496,,,9.308631896972656,29.847625732421875,,2.2423202991485596,,45.537967681884766,,29.088956832885742,49.93479919433594,5.271933555603027,1.4797133207321167,12.54433822631836,6.909788608551025,3.185734748840332,6.52861213684082
2018-12-17,4.031801223754883,132.1475830078125,139.50132751464844,17.942916870117188,62.22501754760742,3.9427363872528076,,,12.586285591125488,9.693277359008789,,9.079137802124023,157.07571411132812,15.024720191955566,24.36226463317871,13.191445350646973,22.587238311767578,8.81253433227539,24.351707458496094,168.92250061035156,43.915828704833984,23.836589813232422,,7.938607692718506,,33.520259857177734,1.1353658437728882,39.28763961791992,1.6458866596221924,22.765966415405273,7.2678351402282715,61.83070755004883,20.032852172851562,65.54347229003906,15.67697811126709,,6.344384670257568,,,44.12360382080078,,192.08815002441406,3.7318954467773438,7.1376237869262695,11.321718215942383,1.75,13.72093677520752,49.8214225769043,,1.7943401336669922,25.57175064086914,12.513757705688477,2.087538957595825,14.503682136535645,,4.780523300170898,42.656917572021484,1.289041519165039,6.828907489776611,3.308745861053467,8.743016242980957,1.3600000143051147,142.12396240234375,21.592451095581055,44.10479736328125,14.279356956481934,26.804656982421875,6.11624813079834,10.801087379455566,58.0198974609375,23.42483901977539,31.396747589111328,,45.994747161865234,,18.34855842590332,5.211542129516602,10.37244987487793,3.88495135307312,7.428487777709961,33.16011428833008,79.60208892822266,58.76108932495117,1.7316033840179443,32.6251220703125,2.837318181991577,30.900434494018555,,348.9678039550781,,0.7118782997131348,4.022619247436523,5.519628524780273,11.58259391784668,7.982748985290527,9.35246467590332,,,9.370277404785156,30.55828285217285,,2.116189479827881,,44.557151794433594,,28.876632690429688,49.02024459838867,4.956518650054932,1.4411125183105469,12.175390243530273,6.730313777923584,3.2467057704925537,6.715143203735352
2018-12-24,3.993765115737915,131.765625,144.25706481933594,16.80109214782715,61.98383712768555,3.8781015872955322,,,13.259346961975098,9.610429763793945,,8.19337272644043,154.0404510498047,13.786418914794922,24.171934127807617,12.006587028503418,20.940690994262695,8.767340660095215,24.12411880493164,161.18560791015625,43.06721115112305,21.954748153686523,,7.938607692718506,,27.124942779541016,1.122679591178894,38.097103118896484,1.5340303182601929,22.319570541381836,6.328733921051025,61.384281158447266,19.951745986938477,64.89237213134766,15.990520477294922,,6.321644306182861,,,41.44205856323242,,186.81512451171875,3.761749505996704,7.39483642578125,10.697685241699219,1.75,13.1156005859375,45.71849060058594,,1.7444967031478882,26.16644287109375,12.351241111755371,2.006730794906616,14.580421447753906,,4.822457790374756,43.869911193847656,1.1829476356506348,6.828907489776611,3.1366915702819824,8.743016242980957,1.350000023841858,139.85601806640625,20.425296783447266,43.4489631652832,13.708184242248535,26.161346435546875,6.210343837738037,10.668560981750488,57.82648468017578,22.637453079223633,31.167573928833008,,45.994747161865234,,18.34855842590332,5.342925548553467,10.014780044555664,3.67110013961792,7.059117317199707,32.11294937133789,77.55226135253906,56.57740020751953,1.6928359270095825,33.6187744140625,2.767548084259033,29.585519790649414,,347.3743896484375,,0.6614301800727844,4.003910064697266,5.724059581756592,11.394766807556152,7.663440704345703,8.970730781555176,,,8.938752174377441,28.284181594848633,,2.130204439163208,,43.856571197509766,,28.027318954467773,48.47151184082031,4.686162948608398,1.4153779745101929,11.954018592834473,6.999526500701904,3.261949062347412,6.96385383605957
2018-12-31,3.803586006164551,135.2030029296875,147.82386779785156,17.45355987548828,62.22501754760742,3.975053548812866,,,12.922816276550293,9.776124954223633,,8.69161605834961,154.0404510498047,12.795775413513184,24.552593231201172,12.32254695892334,21.109569549560547,8.81253433227539,25.489639282226562,160.75579833984375,40.733516693115234,22.58203125,,7.8970441818237305,,29.109695434570312,1.0973082780838013,36.90657043457031,1.4701125621795654,22.319570541381836,5.51212215423584,64.50929260253906,20.27616310119629,64.67533874511719,16.617605209350586,,6.253425598144531,,,43.14849853515625,,190.58155822753906,3.821460247039795,7.587747573852539,10.697685241699219,1.7699999809265137,12.039447784423828,44.93698501586914,,1.819261074066162,23.78767204284668,12.02620792388916,1.979794979095459,14.657160758972168,,4.9063262939453125,44.27424240112305,1.2041664123535156,6.794763088226318,3.2161009311676025,8.352705001831055,1.350000023841858,140.61196899414062,19.647186279296875,43.61292266845703,13.993768692016602,26.161346435546875,6.178979396820068,10.734825134277344,57.052886962890625,23.031147003173828,31.167573928833008,,45.290748596191406,,17.824316024780273,5.342925548553467,10.014780044555664,3.778026580810547,7.756820201873779,32.63653564453125,80.96865844726562,55.58481216430664,1.7057586908340454,33.95000457763672,2.8140616416931152,31.393524169921875,,347.3743896484375,,0.6782463788986206,4.060039520263672,5.724059581756592,11.770419120788574,7.7831807136535645,9.161596298217773,,,8.938752174377441,28.710573196411133,,2.1582329273223877,,45.117618560791016,,28.451976776123047,49.203155517578125,4.596044063568115,1.4153779745101929,11.732647895812988,7.044394493103027,3.185734748840332,6.777322292327881
2019-01-07,3.803586006164551,129.09217834472656,141.48289489746094,17.942916870117188,66.08393859863281,4.3305463790893555,,,12.990120887756348,9.858973503112793,,9.02377986907959,156.31687927246094,13.456202507019043,25.123584747314453,12.71750259399414,19.336362838745117,9.12888240814209,25.717222213745117,153.0188751220703,41.15782928466797,23.000213623046875,,8.021734237670898,,29.771282196044922,1.0846229791641235,37.620887756347656,1.4701125621795654,22.542766571044922,5.348801136016846,66.741455078125,20.884445190429688,65.97753143310547,16.617605209350586,,6.27616548538208,,,44.85493469238281,,189.82826232910156,4.0304460525512695,7.459137439727783,11.767454147338867,1.7599999904632568,12.241226196289062,43.9600944519043,,1.8815642595291138,25.373523712158203,12.26998519897461,2.0336666107177734,15.040857315063477,,5.032130718231201,43.2634162902832,1.2466038465499878,6.828907489776611,3.269041061401367,9.211393356323242,1.3300000429153442,137.21006774902344,22.759613037109375,44.5966682434082,14.350751876831055,25.946910858154297,6.11624813079834,10.668560981750488,57.4396858215332,23.031147003173828,32.77178192138672,,45.76007843017578,,18.27367401123047,5.167747497558594,9.47827434539795,3.9918758869171143,7.838901519775391,34.38180160522461,84.38504791259766,56.18037033081055,1.7832927703857422,34.28122329711914,2.8140616416931152,32.05097579956055,,342.593994140625,,0.7062730193138123,4.396816253662109,5.9284892082214355,11.958244323730469,8.38188648223877,9.161596298217773,,,8.938752174377441,30.274023056030273,,2.2142910957336426,,45.537967681884766,,28.451976776123047,51.580997467041016,4.361735820770264,1.4153779745101929,12.765710830688477,6.999526500701904,3.261949062347412,6.777322292327881
2019-01-14,3.8416221141815186,131.38372802734375,127.61203002929688,16.882648468017578,66.08393859863281,4.3628644943237305,,,12.720893859863281,10.438913345336914,,9.134501457214355,151.38455200195312,12.548115730285645,24.552593231201172,12.006587028503418,19.927433013916016,9.038496971130371,25.489639282226562,155.59780883789062,38.824127197265625,21.954748153686523,,7.938607692718506,,28.227584838867188,1.0655946731567383,37.382781982421875,1.4541330337524414,22.05173683166504,5.3079705238342285,66.741455078125,21.492733001708984,66.84564971923828,16.617605209350586,,6.298904895782471,,,43.87982940673828,,190.58155822753906,3.9110255241394043,7.523441314697266,11.856603622436523,1.7300000190734863,11.501372337341309,44.741600036621094,,1.856643795967102,25.373523712158203,12.188725471496582,2.0336666107177734,15.040857315063477,,4.9063262939453125,38.61360168457031,1.2200803756713867,6.828907489776611,3.163161516189575,8.977205276489258,1.340000033378601,138.3440399169922,22.1760311126709,43.4489631652832,13.993768692016602,23.802536010742188,6.335806369781494,10.734825134277344,58.6000862121582,22.637453079223633,33.45930480957031,,40.36273193359375,,17.674535751342773,5.080158233642578,9.0311861038208,3.742384195327759,7.633696556091309,33.683692932128906,85.40997314453125,54.79074478149414,1.7832927703857422,34.77805709838867,2.744291067123413,29.256793975830078,,352.1547546386719,,0.6950623393058777,4.50907564163208,5.887603759765625,11.58259391784668,8.2222318649292,8.970730781555176,,,8.938752174377441,29.847625732421875,,2.1582329273223877,,44.69727325439453,,30.575252532958984,50.8493537902832,4.235570907592773,1.402511477470398,12.839500427246094,6.775182247161865,3.1400060653686523,6.901675701141357
2019-01-21,3.822603940963745,135.2030029296875,137.51979064941406,18.43226432800293,66.08393859863281,4.492133617401123,,,12.788201332092285,10.024672508239746,,9.35594367980957,158.59336853027344,13.621309280395508,24.552593231201172,12.954471588134766,20.349620819091797,9.40003490447998,26.85515785217285,158.1768035888672,41.36997604370117,23.000213623046875,,8.37712574005127,,32.4176139831543,1.078279972076416,38.811424255371094,1.5180509090423584,22.989160537719727,5.8795976638793945,68.97361755371094,22.101015090942383,68.79893493652344,16.617605209350586,,6.344384670257568,,,46.317596435546875,,193.59471130371094,4.299142360687256,7.523441314697266,12.569779396057129,1.7400000095367432,12.308487892150879,47.867645263671875,,1.9314075708389282,26.562904357910156,12.26998519897461,2.1279428005218506,15.271073341369629,,4.948261260986328,37.400611877441406,1.2943462133407593,6.828907489776611,3.308745861053467,9.133330345153809,1.3700000047683716,146.2818603515625,20.814346313476562,44.760623931884766,14.350751876831055,25.732471466064453,6.712189674377441,10.602295875549316,57.4396858215332,24.212230682373047,34.83434295654297,,44.821407318115234,,19.097482681274414,5.47430944442749,9.567691802978516,4.205726623535156,8.044110298156738,34.032745361328125,85.06832885742188,53.20260238647461,1.8866722583770752,36.59976577758789,2.7094058990478516,32.21534729003906,,360.1220703125,,0.739905059337616,4.9581122398376465,6.25557804107666,12.33389663696289,8.621369361877441,9.225220680236816,,,8.877104759216309,30.70041847229004,,2.2983779907226562,,45.25774002075195,,29.938268661499023,51.94682312011719,4.415807247161865,1.4153779745101929,13.429824829101562,6.999526500701904,3.3534047603607178,6.777322292327881
2019-01-28,4.0698370933532715,137.4945831298828,141.87916564941406,18.51382827758789,67.28984832763672,4.589086532592773,,,12.788201332092285,10.10752010345459,,9.189863204956055,163.1462860107422,13.373650550842285,24.93325424194336,13.270438194274902,20.011871337890625,9.309651374816895,27.082738876342773,160.75579833984375,41.58213424682617,23.627492904663086,,8.546361923217773,,35.0639533996582,1.129022479057312,41.1924934387207,1.6618661880493164,23.435548782348633,6.124581813812256,68.97361755371094,22.101015090942383,69.23299407958984,16.774372100830078,,6.344384670257568,,,45.83004379272461,,198.11444091796875,4.448418617248535,7.587747573852539,13.015517234802246,1.75,12.37574577331543,48.45378112792969,,1.9314075708389282,27.554058074951172,12.351241111755371,2.3030266761779785,15.347811698913574,,4.864392280578613,39.422271728515625,1.3394362926483154,6.897197246551514,4.202107906341553,9.523642539978027,1.399999976158142,151.95167541503906,23.34319496154785,45.41646194458008,14.13656234741211,25.732471466064453,6.712189674377441,10.801087379455566,58.213287353515625,26.7712459564209,35.29269027709961,,44.821407318115234,,20.033632278442383,5.430513858795166,9.567691802978516,4.277009963989258,8.536606788635254,34.55632781982422,84.72669219970703,55.18777847290039,1.9383620023727417,36.93098449707031,2.7559192180633545,33.36589050292969,,369.68280029296875,,0.7623263597488403,4.724239349365234,6.173806190490723,12.271288871765137,8.621369361877441,9.797818183898926,,,8.877104759216309,30.842552185058594,,2.382464647293091,,47.21937942504883,,30.999906539916992,53.95884704589844,4.686162948608398,1.4153779745101929,13.798774719238281,7.044394493103027,3.338162899017334,7.088207244873047
2019-02-04,4.050818920135498,143.60546875,143.0681610107422,17.779796600341797,66.56629180908203,4.686039924621582,,,13.14229679107666,10.10752010345459,,9.189863204956055,160.11102294921875,13.786418914794922,25.313915252685547,13.191445350646973,20.180749893188477,9.4904203414917,27.765499114990234,158.1768035888672,42.218597412109375,23.41840362548828,,8.37712574005127,,35.94606018066406,1.122679591178894,43.09735107421875,1.5979481935501099,22.765966415405273,6.002089023590088,68.52717590332031,21.69549560546875,68.36487579345703,16.774372100830078,,6.298904895782471,,,48.5115852355957,,202.63418579101562,4.508129119873047,7.716348648071289,12.748075485229492,1.7599999904632568,12.846562385559082,48.84454345703125,,1.9563285112380981,27.554058074951172,12.351241111755371,2.235686779022217,15.654764175415039,,4.822457790374756,38.41144561767578,1.4720536470413208,7.0337748527526855,4.202107906341553,9.133330345153809,1.5499999523162842,150.43971252441406,24.510353088378906,45.744380950927734,14.13656234741211,26.804656982421875,6.837652683258057,10.933619499206543,58.0198974609375,26.574399948120117,34.83434295654297,,45.76007843017578,,19.284711837768555,5.5618977546691895,10.730119705200195,4.205726623535156,8.208274841308594,33.85821533203125,84.72669219970703,54.393714904785156,1.9771289825439453,36.59976577758789,2.8489463329315186,34.187713623046875,,376.0566711425781,,0.7567211389541626,5.004887104034424,6.051147937774658,12.396505355834961,8.86085319519043,10.115928649902344,,,8.877104759216309,30.55828285217285,,2.326406717300415,,47.21937942504883,,30.78758430480957,54.14176940917969,4.686162948608398,1.4539796113967896,13.429824829101562,7.044394493103027,3.261949062347412,7.336917400360107
2019-02-11,4.0698370933532715,140.16810607910156,144.25706481933594,17.45355987548828,64.87802124023438,4.589086532592773,,,13.14229679107666,10.27321720123291,,9.079137802124023,157.07571411132812,14.116630554199219,25.313915252685547,12.954471588134766,20.096309661865234,9.4904203414917,26.627567291259766,157.7469940185547,41.36997604370117,23.41840362548828,,8.715597152709961,,36.6076545715332,1.1417080163955688,42.62113571166992,1.5979481935501099,22.765966415405273,6.737039089202881,68.7503890991211,21.69549560546875,66.19456481933594,16.774372100830078,,6.458082675933838,,,46.073822021484375,,200.37428283691406,4.38870906829834,7.716348648071289,12.569779396057129,1.7300000190734863,12.644783020019531,48.45378112792969,,1.9937106370925903,27.95052146911621,12.26998519897461,2.262622833251953,15.347811698913574,,4.948261260986328,37.602783203125,1.617932677268982,7.102063179016113,4.036670684814453,9.367518424987793,1.590000033378601,147.7937774658203,20.61981964111328,45.58042526245117,13.779579162597656,25.946910858154297,6.523997783660889,11.066147804260254,57.633094787597656,27.36178970336914,34.83434295654297,,45.994747161865234,,20.033632278442383,5.518103122711182,10.193614959716797,4.063159465789795,8.126193046569824,33.683692932128906,83.70176696777344,54.59223175048828,1.925439476966858,36.76537322998047,2.8489463329315186,33.03716278076172,,368.08935546875,,0.7567211389541626,5.238760948181152,5.9284892082214355,12.083460807800293,8.86085319519043,9.734195709228516,,,9.00040054321289,30.416152954101562,,2.2423202991485596,,47.21937942504883,,30.78758430480957,54.324676513671875,4.776281356811523,1.4539796113967896,13.724982261657715,7.1790008544921875,3.200976848602295,7.461269378662109
