Date,log_ret_t0,SET_OH_log_ret_lag1,SET_OL_log_ret_lag1,SET_log_ret_lag1,SET_log_ret_lag2,SET_log_ret_lag3,SET_log_ret_lag4,SET_log_ret_lag5,SET_log_ret_lag6,SET_log_ret_lag7,SET_log_ret_lag8,SET_log_ret_lag9,SET_log_ret_lag10,SET_log_ret_lag11,SET_log_ret_lag12,SET_log_ret_lag13,SET_log_ret_lag14,SET_log_ret_lag15,SET_log_ret_lag16,SET_log_ret_lag17,SET_log_ret_lag18,SET_log_ret_lag19,SET_log_ret_lag20,SET_log_ret_lag21,SET_log_ret_lag22,SET_log_ret_lag23,SET_log_ret_lag24,SET_log_ret_lag25,SET_log_ret_lag26,SET_log_ret_lag27,SET_log_ret_lag28,SET_log_ret_lag29,SET_log_ret_lag30,SET_log_ret_lag31,SET_log_ret_lag32,SET_log_ret_lag33,SET_log_ret_lag34,SET_log_ret_lag35,SET_log_ret_lag36,SET_log_ret_lag37,SET_log_ret_lag38,SET_log_ret_lag39,SET_log_ret_lag40,SET_log_ret_lag41,SET_log_ret_lag42,SET_log_ret_lag43,SET_log_ret_lag44,SET_log_ret_lag45,SET_log_ret_lag46,SET_log_ret_lag47,SET_log_ret_lag48,SET_log_ret_lag49,SET_log_ret_lag50,SET_log_ret_lag51,SET_log_ret_lag52,SET_MACD_lag_1,SET_MACD_Hist_lag_1,SET_RSI_lag_1,SET_MFI_lag_1,SET_ATR_lag_1,SET_OBV_lag_1
2011-01-03,-0.006040889774902545,0.013136654525373484,-0.0050361795153118175,0.009309639228758266,-0.0014373677993614693,-0.019870471797766933,-0.002988218625530672,0.04789607607243481,-0.021201290495113097,-0.004776539653409405,-0.023972726728981323,0.04729235398335304,-0.010950897175372523,-0.0013193719004723616,0.029762154481401643,-0.022999873032922877,0.01846119932903711,0.026948803140865056,-0.00878570562991869,-0.016763859087322544,0.02072078925216547,0.0011557238829225612,0.04097716853695907,-0.0168038854167713,0.016023605119749,0.037052079615323544,0.015834518812195327,0.0034377192586673338,0.01956619793485336,0.0055601317739303975,-0.007306275970328456,0.022800075516331612,0.01640299109256498,0.03830133320483808,-0.030219099439886467,0.027398615411092005,-0.004322150329192931,-0.02323967256294923,2.62207351030357e-05,0.03756501304753933,-0.025813162732795103,-0.008009321782375027,0.024423681537576014,0.011700568333182544,0.061140351293313196,0.0067728390173904555,-0.0008422129680183336,0.02105542903995124,0.005009385144817787,0.012904724373124534,-0.0018062675852559302,-0.014551598938660471,-0.04127340748832497,0.004618700956129276,0.0031174024456562467,50.97266000901482,-2.7061433203745935,69.24609769998904,49.35133447098435,35.15071323939732,412237900.0
2011-01-10,-0.0016357890195368011,0.01306245457853527,-0.006214508636707609,-0.006040889774902545,0.009309639228758266,-0.0014373677993614693,-0.019870471797766933,-0.002988218625530672,0.04789607607243481,-0.021201290495113097,-0.004776539653409405,-0.023972726728981323,0.04729235398335304,-0.010950897175372523,-0.0013193719004723616,0.029762154481401643,-0.022999873032922877,0.01846119932903711,0.026948803140865056,-0.00878570562991869,-0.016763859087322544,0.02072078925216547,0.0011557238829225612,0.04097716853695907,-0.0168038854167713,0.016023605119749,0.037052079615323544,0.015834518812195327,0.0034377192586673338,0.01956619793485336,0.0055601317739303975,-0.007306275970328456,0.022800075516331612,0.01640299109256498,0.03830133320483808,-0.030219099439886467,0.027398615411092005,-0.004322150329192931,-0.02323967256294923,2.62207351030357e-05,0.03756501304753933,-0.025813162732795103,-0.008009321782375027,0.024423681537576014,0.011700568333182544,0.061140351293313196,0.0067728390173904555,-0.0008422129680183336,0.02105542903995124,0.005009385144817787,0.012904724373124534,-0.0018062675852559302,-0.014551598938660471,-0.04127340748832497,0.004618700956129276,49.61645558781572,-3.249878193258958,69.77642021673391,48.70112140562673,34.771423339843736,434588000.0
2011-01-17,-0.02655741606948156,0.00164290070026531,-0.02563645086202668,-0.0016357890195368011,-0.006040889774902545,0.009309639228758266,-0.0014373677993614693,-0.019870471797766933,-0.002988218625530672,0.04789607607243481,-0.021201290495113097,-0.004776539653409405,-0.023972726728981323,0.04729235398335304,-0.010950897175372523,-0.0013193719004723616,0.029762154481401643,-0.022999873032922877,0.01846119932903711,0.026948803140865056,-0.00878570562991869,-0.016763859087322544,0.02072078925216547,0.0011557238829225612,0.04097716853695907,-0.0168038854167713,0.016023605119749,0.037052079615323544,0.015834518812195327,0.0034377192586673338,0.01956619793485336,0.0055601317739303975,-0.007306275970328456,0.022800075516331612,0.01640299109256498,0.03830133320483808,-0.030219099439886467,0.027398615411092005,-0.004322150329192931,-0.02323967256294923,2.62207351030357e-05,0.03756501304753933,-0.025813162732795103,-0.008009321782375027,0.024423681537576014,0.011700568333182544,0.061140351293313196,0.0067728390173904555,-0.0008422129680183336,0.02105542903995124,0.005009385144817787,0.012904724373124534,-0.0018062675852559302,-0.014551598938660471,-0.04127340748832497,47.65423223295534,-4.169681238495478,68.33543682685124,49.241008767049244,34.40784563337052,417088900.0
2011-01-24,-0.01775689893266396,0.001102283552128323,-0.032146373517375704,-0.02655741606948156,-0.0016357890195368011,-0.006040889774902545,0.009309639228758266,-0.0014373677993614693,-0.019870471797766933,-0.002988218625530672,0.04789607607243481,-0.021201290495113097,-0.004776539653409405,-0.023972726728981323,0.04729235398335304,-0.010950897175372523,-0.0013193719004723616,0.029762154481401643,-0.022999873032922877,0.01846119932903711,0.026948803140865056,-0.00878570562991869,-0.016763859087322544,0.02072078925216547,0.0011557238829225612,0.04097716853695907,-0.0168038854167713,0.016023605119749,0.037052079615323544,0.015834518812195327,0.0034377192586673338,0.01956619793485336,0.0055601317739303975,-0.007306275970328456,0.022800075516331612,0.01640299109256498,0.03830133320483808,-0.030219099439886467,0.027398615411092005,-0.004322150329192931,-0.02323967256294923,2.62207351030357e-05,0.03756501304753933,-0.025813162732795103,-0.008009321782375027,0.024423681537576014,0.011700568333182544,0.061140351293313196,0.0067728390173904555,-0.0008422129680183336,0.02105542903995124,0.005009385144817787,0.012904724373124534,-0.0018062675852559302,-0.014551598938660471,43.52446465495598,-6.6395590531958675,60.135307443034996,41.807229301415774,34.23070417131695,398826400.0
2011-01-31,0.018674921857003868,0.00017012815833031847,-0.050071225230459364,-0.01775689893266396,-0.02655741606948156,-0.0016357890195368011,-0.006040889774902545,0.009309639228758266,-0.0014373677993614693,-0.019870471797766933,-0.002988218625530672,0.04789607607243481,-0.021201290495113097,-0.004776539653409405,-0.023972726728981323,0.04729235398335304,-0.010950897175372523,-0.0013193719004723616,0.029762154481401643,-0.022999873032922877,0.01846119932903711,0.026948803140865056,-0.00878570562991869,-0.016763859087322544,0.02072078925216547,0.0011557238829225612,0.04097716853695907,-0.0168038854167713,0.016023605119749,0.037052079615323544,0.015834518812195327,0.0034377192586673338,0.01956619793485336,0.0055601317739303975,-0.007306275970328456,0.022800075516331612,0.01640299109256498,0.03830133320483808,-0.030219099439886467,0.027398615411092005,-0.004322150329192931,-0.02323967256294923,2.62207351030357e-05,0.03756501304753933,-0.025813162732795103,-0.008009321782375027,0.024423681537576014,0.011700568333182544,0.061140351293313196,0.0067728390173904555,-0.0008422129680183336,0.02105542903995124,0.005009385144817787,0.012904724373124534,-0.0018062675852559302,37.819325996459725,-9.875758169353702,53.479753762894276,35.04621953314113,36.9399893624442,377111800.0
2011-02-07,-0.029653799206506883,0.029280760177487358,-0.007133055674205019,0.018674921857003868,-0.01775689893266396,-0.02655741606948156,-0.0016357890195368011,-0.006040889774902545,0.009309639228758266,-0.0014373677993614693,-0.019870471797766933,-0.002988218625530672,0.04789607607243481,-0.021201290495113097,-0.004776539653409405,-0.023972726728981323,0.04729235398335304,-0.010950897175372523,-0.0013193719004723616,0.029762154481401643,-0.022999873032922877,0.01846119932903711,0.026948803140865056,-0.00878570562991869,-0.016763859087322544,0.02072078925216547,0.0011557238829225612,0.04097716853695907,-0.0168038854167713,0.016023605119749,0.037052079615323544,0.015834518812195327,0.0034377192586673338,0.01956619793485336,0.0055601317739303975,-0.007306275970328456,0.022800075516331612,0.01640299109256498,0.03830133320483808,-0.030219099439886467,0.027398615411092005,-0.004322150329192931,-0.02323967256294923,2.62207351030357e-05,0.03756501304753933,-0.025813162732795103,-0.008009321782375027,0.024423681537576014,0.011700568333182544,0.061140351293313196,0.0067728390173904555,-0.0008422129680183336,0.02105542903995124,0.005009385144817787,0.012904724373124534,33.15382715521923,-11.633005608475358,54.13164744114013,40.27363940766356,37.93070765904019,390545000.0
2011-02-14,0.03811279572909795,0.009432406061026855,-0.04291574573226501,-0.029653799206506883,0.018674921857003868,-0.01775689893266396,-0.02655741606948156,-0.0016357890195368011,-0.006040889774902545,0.009309639228758266,-0.0014373677993614693,-0.019870471797766933,-0.002988218625530672,0.04789607607243481,-0.021201290495113097,-0.004776539653409405,-0.023972726728981323,0.04729235398335304,-0.010950897175372523,-0.0013193719004723616,0.029762154481401643,-0.022999873032922877,0.01846119932903711,0.026948803140865056,-0.00878570562991869,-0.016763859087322544,0.02072078925216547,0.0011557238829225612,0.04097716853695907,-0.0168038854167713,0.016023605119749,0.037052079615323544,0.015834518812195327,0.0034377192586673338,0.01956619793485336,0.0055601317739303975,-0.007306275970328456,0.022800075516331612,0.01640299109256498,0.03830133320483808,-0.030219099439886467,0.027398615411092005,-0.004322150329192931,-0.02323967256294923,2.62207351030357e-05,0.03756501304753933,-0.025813162732795103,-0.008009321782375027,0.024423681537576014,0.011700568333182544,0.061140351293313196,0.0067728390173904555,-0.0008422129680183336,0.02105542903995124,0.005009385144817787,26.311923721611265,-14.779927233666662,45.869612903122274,31.865504887520046,36.87927682059153,375093600.0
2011-02-21,-0.014530202734757356,0.03847431755232995,-0.0005636739201418745,0.03811279572909795,-0.029653799206506883,0.018674921857003868,-0.01775689893266396,-0.02655741606948156,-0.0016357890195368011,-0.006040889774902545,0.009309639228758266,-0.0014373677993614693,-0.019870471797766933,-0.002988218625530672,0.04789607607243481,-0.021201290495113097,-0.004776539653409405,-0.023972726728981323,0.04729235398335304,-0.010950897175372523,-0.0013193719004723616,0.029762154481401643,-0.022999873032922877,0.01846119932903711,0.026948803140865056,-0.00878570562991869,-0.016763859087322544,0.02072078925216547,0.0011557238829225612,0.04097716853695907,-0.0168038854167713,0.016023605119749,0.037052079615323544,0.015834518812195327,0.0034377192586673338,0.01956619793485336,0.0055601317739303975,-0.007306275970328456,0.022800075516331612,0.01640299109256498,0.03830133320483808,-0.030219099439886467,0.027398615411092005,-0.004322150329192931,-0.02323967256294923,2.62207351030357e-05,0.03756501304753933,-0.025813162732795103,-0.008009321782375027,0.024423681537576014,0.011700568333182544,0.061140351293313196,0.0067728390173904555,-0.0008422129680183336,0.02105542903995124,24.32112275543284,-13.416582559876076,55.438687759175046,38.11080891889711,36.20713152204242,386704900.0
2011-02-28,0.015482053025108156,0.0005596505755066444,-0.023526698544043226,-0.014530202734757356,0.03811279572909795,-0.029653799206506883,0.018674921857003868,-0.01775689893266396,-0.02655741606948156,-0.0016357890195368011,-0.006040889774902545,0.009309639228758266,-0.0014373677993614693,-0.019870471797766933,-0.002988218625530672,0.04789607607243481,-0.021201290495113097,-0.004776539653409405,-0.023972726728981323,0.04729235398335304,-0.010950897175372523,-0.0013193719004723616,0.029762154481401643,-0.022999873032922877,0.01846119932903711,0.026948803140865056,-0.00878570562991869,-0.016763859087322544,0.02072078925216547,0.0011557238829225612,0.04097716853695907,-0.0168038854167713,0.016023605119749,0.037052079615323544,0.015834518812195327,0.0034377192586673338,0.01956619793485336,0.0055601317739303975,-0.007306275970328456,0.022800075516331612,0.01640299109256498,0.03830133320483808,-0.030219099439886467,0.027398615411092005,-0.004322150329192931,-0.02323967256294923,2.62207351030357e-05,0.03756501304753933,-0.025813162732795103,-0.008009321782375027,0.024423681537576014,0.011700568333182544,0.061140351293313196,0.0067728390173904555,-0.0008422129680183336,21.71361359944399,-12.819273372691939,53.307495581465275,45.69346168324297,34.1485595703125,370890900.0
2011-03-07,0.00887691424105128,0.020110355797992138,0.0,0.015482053025108156,-0.014530202734757356,0.03811279572909795,-0.029653799206506883,0.018674921857003868,-0.01775689893266396,-0.02655741606948156,-0.0016357890195368011,-0.006040889774902545,0.009309639228758266,-0.0014373677993614693,-0.019870471797766933,-0.002988218625530672,0.04789607607243481,-0.021201290495113097,-0.004776539653409405,-0.023972726728981323,0.04729235398335304,-0.010950897175372523,-0.0013193719004723616,0.029762154481401643,-0.022999873032922877,0.01846119932903711,0.026948803140865056,-0.00878570562991869,-0.016763859087322544,0.02072078925216547,0.0011557238829225612,0.04097716853695907,-0.0168038854167713,0.016023605119749,0.037052079615323544,0.015834518812195327,0.0034377192586673338,0.01956619793485336,0.0055601317739303975,-0.007306275970328456,0.022800075516331612,0.01640299109256498,0.03830133320483808,-0.030219099439886467,0.027398615411092005,-0.004322150329192931,-0.02323967256294923,2.62207351030357e-05,0.03756501304753933,-0.025813162732795103,-0.008009321782375027,0.024423681537576014,0.011700568333182544,0.061140351293313196,0.0067728390173904555,20.220965530228455,-11.44953715352598,55.226333753612884,54.134510254088376,32.90999058314733,385390600.0
