Date,SET_Index_BH,Equal_Weight,Static_MVO_Lambda_1,Voter_Moderate,Voter_Aggressive,Stacking_Moderate,Stacking_Aggressive
2013-01-07,-0.007876201130964544,0.010259470176105994,0.020517719778104775,0.0017129732691070175,0.001712998504102009,0.0017129732691070175,0.001712998504102009
2013-01-14,0.012193335127860028,0.021517251340137253,0.013807345446432494,0.022259519204364215,0.022259583186340526,0.022259519204364215,0.022259583186340526
2013-01-21,0.013699484990743915,0.022060376177623443,0.02278719124753564,0.020701407771727277,0.02070141521787122,0.020701407771727277,0.02070141521787122
2013-01-28,0.021844725422302202,0.021917427182135414,0.03628972228683739,0.060959947803540734,0.060959975190446256,0.060959947803540734,0.060959975190446256
2013-02-04,-0.00738504216995195,0.018004783547667567,0.04201860210416648,0.011960861512157493,0.011961310200717952,0.011960861512157493,0.011961310200717952
2013-02-11,0.01365737947079615,0.0232123853985978,0.04205700959286826,0.037443900306380874,0.037444071357289326,0.037443900306380874,0.037444071357289326
2013-02-18,0.01069012457205809,0.013352581101855755,0.014216127988511358,0.014602413248013226,0.014602413248013226,0.014602413248013226,0.014602413248013226
2013-02-25,0.0004743613632511856,0.0032883921918362897,-0.0035743581477439453,0.003769323898679462,0.0037693150483657603,0.003769323898679462,0.0037693150483657603
2013-03-04,0.017236150348478585,0.03473667709775848,0.039943161515441465,0.036008695888705325,0.03600866548147287,0.036008695888705325,0.03600866548147287
2013-03-11,0.01527879745601024,0.007726140851070134,0.0024063762214766877,0.002406358841894697,0.002406358841894697,0.002406358841894697,0.002406358841894697
2013-03-18,-0.06915107718886082,-0.07956422638191378,-0.07874512212526136,-0.011697878113421973,-0.011696944752752469,-0.011697878113421973,-0.011696944752752469
2013-03-25,0.0448233334708652,0.050698339358702514,0.05860365587043862,0.06429718204538698,0.06429715752339342,0.06429718204538698,0.06429715752339342
2013-04-01,-0.04682886362145089,-0.057514350968407846,-0.08093379285294608,-0.011098439156490643,-0.011098280816116735,-0.011098439156490643,-0.011098280816116735
2013-04-08,0.022275110677385523,0.030844292076860794,0.05277432445928995,0.04563379048887688,0.04563357319613475,0.04563379048887688,0.04563357319613475
2013-04-15,0.01520708755293576,0.013987111861066315,0.03107801641207808,0.030639408268705624,0.030639390404758687,0.030639408268705624,0.030639390404758687
2013-04-22,0.01567536330506103,0.012546236284803875,0.02604251569739551,0.019050427156829818,0.019050307669965186,0.019050427156829818,0.019050307669965186
2013-04-29,-0.007018403935888817,-0.014524633303266157,-0.005570137933827729,0.006647119135814493,0.006647264796186489,0.006647119135814493,0.006647264796186489
2013-05-06,0.0222406567391511,0.01887378849851852,0.01400213347460859,0.020969701918739828,0.02097013459818676,0.020969701918739828,0.02097013459818676
2013-05-13,0.003934437434916838,0.002658286471068578,0.018961551127523856,0.019323238891156547,0.019323238891156547,0.019323238891156547,0.019323238891156547
2013-05-20,-0.018009201023847288,-0.01594953859941157,-0.015409740562645114,-0.0030395812098980212,-0.00303957257291275,-0.0030395812098980212,-0.00303957257291275
2013-05-27,-0.022435476538447463,-0.01933348958408427,-0.01631174185617719,0.0006560720107788645,0.0006560833164356134,0.0006560720107788645,0.0006560833164356134
2013-06-03,-0.025871995219172272,-0.04047137996068761,-0.05477259911938074,-0.0018927109647986745,-0.0018927030791947457,-0.0018927109647986745,-0.0018927030791947457
2013-06-10,-0.0444493924028283,-0.0570866635262976,-0.0653304452842952,-0.008021384333114083,-0.008021349483001901,-0.008021384333114083,-0.008021349483001901
2013-06-17,-0.04736316152418296,-0.06878852689026561,-0.09531896016666468,-0.012336433026138065,-0.01233640143318135,-0.012336433026138065,-0.01233640143318135
2013-06-24,0.04491578537327956,0.048108267620869206,0.07068112595899981,0.09269098094237324,0.09269198126072761,0.09269098094237324,0.09269198126072761
2013-07-01,-0.015995831095010904,-0.004788035121007756,-0.015740253775286914,0.002627356693798818,0.0026273561761025552,0.002627356693798818,0.0026273561761025552
2013-07-08,0.020054279930088015,0.01818882221951992,0.0003558567974113206,-0.013548798841378808,-0.013548737128975885,-0.013548798841378808,-0.013548737128975885
2013-07-15,0.012317108439522162,0.01899437101886063,0.05253511351520287,0.048682875124690536,0.048682780957700116,0.048682875124690536,0.048682780957700116
2013-07-22,-0.016628104443241143,-0.0060298332473819344,-0.0024080849328291065,-0.0009487522497582898,-0.0009492720564721021,-0.0009487522497582898,-0.0009492720564721021
